session_id,customer_id,session_date,traffic_source,device,country,landing_page,pages_viewed,session_duration_sec,is_bounce,is_converted
SESS0009908,CUST01255,2024-11-17,organic,mobile,CA,/features,7,972,False,True
SESS0009909,CUST00594,2025-07-06,paid_search,tablet,US,/home,4,1722,False,False
SESS0009910,CUST00263,2025-04-01,paid_search,mobile,FR,/contact,6,314,False,False
SESS0009911,CUST00168,2024-10-29,paid_search,mobile,CA,/features,8,510,False,False
SESS0009912,CUST00268,2025-04-05,organic,mobile,AU,/contact,14,961,False,False
SESS0009913,,2024-11-05,paid_social,tablet,AU,/contact,5,988,False,False
SESS0009914,,2025-01-15,email,desktop,SE,/contact,7,783,False,False
SESS0009915,,2024-05-23,paid_social,desktop,NL,/contact,14,998,False,False
SESS0009916,,2024-07-14,paid_social,desktop,SE,/features,2,456,False,False
SESS0009917,CUST01072,2025-01-08,organic,desktop,FR,/pricing,7,1718,False,False
SESS0009918,CUST00830,2024-04-20,organic,desktop,FR,/contact,15,970,False,False
SESS0009919,CUST01244,2024-05-30,direct,mobile,UK,/contact,1,904,False,False
SESS0009920,,2025-09-13,direct,tablet,FR,/pricing,9,1282,False,False
SESS0009921,CUST01149,2025-05-30,paid_search,mobile,AU,/home,2,1484,False,False
SESS0009922,,2024-10-05,organic,tablet,NL,/features,2,1432,False,False
SESS0009923,,2025-10-05,paid_search,tablet,DE,/pricing,7,197,False,False
SESS0009924,,2026-03-20,paid_social,mobile,FR,/case-studies,5,1583,False,False
SESS0009925,CUST00792,2025-03-15,organic,desktop,US,/contact,15,1265,False,False
SESS0009926,,2025-10-23,paid_social,desktop,SE,/contact,10,1120,False,False
SESS0009927,CUST01027,2026-02-19,paid_social,desktop,NL,/demo,5,399,False,False
SESS0009928,,2025-12-07,direct,mobile,SE,/home,9,1260,False,False
SESS0009929,CUST00166,2024-05-02,referral,mobile,US,/case-studies,8,286,False,False
SESS0009930,,2024-09-24,paid_social,desktop,US,/contact,11,863,False,False
SESS0009931,CUST00056,2024-11-27,organic,tablet,NL,/features,2,1070,False,False
SESS0009932,,2026-02-12,paid_search,desktop,NL,/demo,2,22,True,False
SESS0009933,CUST00374,2026-01-13,referral,mobile,AU,/blog,9,639,False,False
SESS0009934,,2025-01-09,paid_search,desktop,AU,/pricing,13,1666,False,False
SESS0009935,CUST00535,2024-08-22,paid_search,desktop,CA,/pricing,7,519,False,False
SESS0009936,CUST00819,2026-03-13,paid_search,mobile,AU,/case-studies,13,949,False,False
SESS0009937,,2025-01-29,referral,desktop,FR,/home,9,492,False,True
SESS0009938,,2025-03-25,organic,mobile,DE,/features,10,661,False,True
SESS0009939,CUST01435,2024-09-27,email,desktop,UK,/blog,2,923,False,False
SESS0009940,CUST00139,2025-02-07,referral,tablet,CA,/blog,14,711,False,False
SESS0009941,CUST01042,2024-12-28,paid_social,mobile,UK,/pricing,8,216,False,False
SESS0009942,,2026-01-15,paid_search,mobile,UK,/demo,14,1236,False,False
SESS0009943,CUST00412,2024-11-07,paid_search,desktop,US,/blog,6,1001,False,False
SESS0009944,CUST00923,2025-09-26,email,desktop,AU,/features,3,1349,False,False
SESS0009945,CUST00316,2025-12-24,paid_search,tablet,SE,/demo,7,14,True,False
SESS0009946,CUST01365,2024-08-15,organic,desktop,DE,/demo,1,1008,False,False
SESS0009947,CUST00702,2024-08-15,referral,desktop,DE,/contact,10,1600,False,False
SESS0009948,CUST01128,2026-01-16,paid_search,desktop,UK,/home,10,1126,False,False
SESS0009949,CUST00743,2025-05-25,paid_social,desktop,DE,/contact,6,891,False,False
SESS0009950,,2025-06-08,referral,mobile,US,/contact,6,1614,False,False
SESS0009951,CUST01244,2025-12-27,organic,desktop,AU,/home,13,431,False,False
SESS0009952,CUST00366,2025-12-25,email,tablet,US,/case-studies,13,689,False,False
SESS0009953,CUST00846,2026-01-27,paid_search,desktop,DE,/case-studies,13,511,False,False
SESS0009954,CUST01043,2025-03-30,email,desktop,FR,/home,3,29,True,False
SESS0009955,,2025-03-31,referral,desktop,US,/demo,5,1150,False,False
SESS0009956,,2024-05-18,email,mobile,DE,/case-studies,1,563,False,False
SESS0009957,,2026-03-09,paid_social,tablet,SE,/contact,15,1674,False,False
SESS0009958,CUST00179,2025-08-21,paid_search,tablet,DE,/case-studies,12,387,False,False
SESS0009959,CUST01045,2025-03-19,referral,mobile,DE,/contact,10,1321,False,False
SESS0009960,CUST00938,2025-04-03,paid_social,desktop,AU,/case-studies,11,1769,False,False
SESS0009961,CUST00477,2025-07-29,paid_search,tablet,NL,/features,15,357,False,False
SESS0009962,CUST00750,2025-06-28,email,mobile,SE,/pricing,12,1691,False,False
SESS0009963,,2024-09-22,email,tablet,SE,/blog,11,774,False,False
SESS0009964,CUST00993,2025-10-02,referral,desktop,AU,/contact,12,1795,False,False
SESS0009965,,2024-07-16,paid_social,desktop,AU,/contact,8,1006,False,False
SESS0009966,,2025-11-27,organic,mobile,UK,/home,10,1559,False,False
SESS0009967,CUST00758,2024-12-17,direct,mobile,FR,/blog,12,26,True,False
SESS0009968,CUST00134,2025-09-18,email,mobile,DE,/features,15,350,False,False
SESS0009969,CUST01344,2025-02-01,referral,tablet,DE,/blog,15,1684,False,False
SESS0009970,CUST01393,2024-12-17,paid_search,tablet,CA,/pricing,3,528,False,False
SESS0009971,CUST00913,2025-12-13,paid_search,mobile,FR,/home,3,335,False,False
SESS0009972,,2024-07-19,organic,desktop,CA,/home,11,435,False,True
SESS0009973,CUST00615,2024-09-17,paid_social,desktop,DE,/case-studies,3,564,False,False
SESS0009974,CUST01238,2024-06-03,paid_search,mobile,SE,/pricing,8,1490,False,False
SESS0009975,,2024-12-28,paid_social,mobile,DE,/contact,1,1588,False,False
SESS0009976,CUST00540,2024-08-29,paid_social,desktop,SE,/blog,15,1095,False,False
SESS0009977,CUST00309,2025-02-06,paid_social,mobile,CA,/case-studies,9,1311,False,False
SESS0009978,CUST01017,2024-07-13,paid_social,mobile,AU,/features,10,338,False,False
SESS0009979,CUST01294,2025-10-23,referral,tablet,CA,/home,4,893,False,False
SESS0009980,CUST01394,2024-12-05,email,desktop,NL,/pricing,4,11,True,False
SESS0009981,CUST00808,2026-03-15,direct,desktop,UK,/demo,3,1250,False,False
SESS0009982,CUST00567,2025-08-16,email,mobile,AU,/case-studies,14,545,False,False
SESS0009983,CUST01360,2024-05-29,paid_social,desktop,NL,/home,3,1439,False,False
SESS0009984,CUST00290,2024-08-10,paid_social,mobile,AU,/home,15,1016,False,False
SESS0009985,CUST00230,2024-08-27,paid_search,mobile,FR,/features,12,127,False,False
SESS0009986,CUST01227,2025-06-01,referral,desktop,CA,/home,13,687,False,False
SESS0009987,,2026-02-24,email,desktop,CA,/demo,11,1414,False,False
SESS0009988,CUST00754,2026-03-18,email,mobile,AU,/features,10,906,False,False
SESS0009989,CUST00630,2025-12-10,paid_social,mobile,AU,/contact,1,681,False,False
SESS0009990,CUST00675,2025-03-16,organic,mobile,AU,/contact,9,326,False,False
SESS0009991,CUST00154,2024-06-21,email,mobile,AU,/home,14,775,False,False
SESS0009992,CUST00636,2025-06-06,direct,desktop,SE,/blog,10,1074,False,False
SESS0009993,CUST00571,2024-09-28,direct,mobile,US,/home,5,1665,False,False
SESS0009994,CUST01182,2026-01-21,organic,mobile,US,/case-studies,12,1380,False,False
SESS0009995,CUST01054,2024-10-15,paid_search,desktop,US,/contact,13,1682,False,False
SESS0009996,CUST01024,2026-02-01,paid_social,tablet,SE,/demo,5,491,False,False
SESS0009997,,2026-01-09,organic,desktop,UK,/features,7,354,False,False
SESS0009998,,2025-06-24,direct,desktop,SE,/pricing,10,1310,False,False
SESS0009999,CUST01413,2025-07-25,referral,desktop,CA,/pricing,1,1650,False,False
SESS0010000,,2025-11-08,email,mobile,SE,/features,10,122,False,False
SESS0010001,CUST01415,2024-11-01,referral,desktop,CA,/blog,11,1572,False,False
SESS0010002,CUST00700,2026-01-20,email,desktop,US,/features,1,747,False,False
SESS0010003,CUST00963,2024-08-31,paid_social,mobile,SE,/features,12,1754,False,False
SESS0010004,CUST01166,2025-09-24,referral,tablet,UK,/demo,5,1274,False,True
SESS0010005,CUST00515,2024-10-13,email,mobile,DE,/demo,15,579,False,False
SESS0010006,CUST00400,2024-11-02,paid_social,mobile,AU,/demo,15,1718,False,False
SESS0010007,CUST01116,2024-10-25,paid_search,mobile,US,/features,5,914,False,False
SESS0010008,,2024-07-01,paid_social,desktop,UK,/home,8,821,False,False
SESS0010009,CUST00577,2025-11-25,direct,desktop,SE,/features,4,1542,False,False
SESS0010010,CUST01480,2026-03-16,paid_social,mobile,US,/blog,1,1420,False,False
SESS0010011,CUST00358,2024-11-27,paid_search,desktop,AU,/contact,1,1439,False,False
SESS0010012,CUST00761,2025-02-13,email,mobile,UK,/home,14,1431,False,False
SESS0010013,,2025-04-03,direct,mobile,US,/pricing,1,888,False,False
SESS0010014,CUST00526,2025-07-12,organic,desktop,AU,/demo,15,215,False,False
SESS0010015,CUST00598,2025-09-16,direct,mobile,US,/pricing,11,846,False,False
SESS0010016,CUST01405,2026-02-11,organic,desktop,AU,/features,3,95,False,False
SESS0010017,,2024-09-19,referral,desktop,US,/pricing,12,1008,False,False
SESS0010018,,2025-12-19,direct,desktop,SE,/demo,8,249,False,False
SESS0010019,,2026-02-27,paid_search,mobile,FR,/case-studies,1,14,True,False
SESS0010020,,2025-03-02,referral,tablet,AU,/pricing,6,27,True,False
SESS0010021,CUST00433,2026-01-31,paid_social,mobile,UK,/case-studies,11,84,False,False
SESS0010022,CUST01262,2025-10-19,paid_search,desktop,AU,/blog,7,1048,False,False
SESS0010023,CUST00907,2024-10-27,direct,mobile,SE,/demo,3,586,False,False
SESS0010024,CUST01188,2025-05-08,referral,desktop,NL,/contact,13,1544,False,False
SESS0010025,CUST01366,2025-01-06,paid_social,desktop,NL,/contact,11,167,False,False
SESS0010026,CUST01366,2024-05-22,referral,mobile,DE,/demo,8,896,False,False
SESS0010027,CUST00942,2024-07-22,email,mobile,DE,/features,6,1318,False,False
SESS0010028,CUST00653,2024-06-23,organic,desktop,DE,/blog,4,625,False,False
SESS0010029,CUST01418,2025-03-30,direct,mobile,AU,/pricing,5,1609,False,True
SESS0010030,CUST00231,2025-07-20,email,tablet,FR,/case-studies,4,713,False,False
SESS0010031,,2025-11-20,referral,mobile,CA,/blog,3,548,False,False
SESS0010032,CUST00390,2024-06-15,paid_search,mobile,AU,/features,5,1642,False,False
SESS0010033,CUST00606,2025-10-04,organic,tablet,DE,/features,4,351,False,False
SESS0010034,CUST00680,2025-05-20,direct,mobile,DE,/home,12,17,True,False
SESS0010035,CUST01322,2025-03-14,paid_social,mobile,NL,/case-studies,14,1253,False,False
SESS0010036,CUST00502,2025-11-23,email,mobile,NL,/pricing,5,202,False,False
SESS0010037,CUST01102,2025-10-18,paid_social,mobile,DE,/demo,6,1073,False,False
SESS0010038,,2024-09-26,referral,desktop,DE,/home,2,19,True,False
SESS0010039,CUST01239,2024-05-18,email,mobile,AU,/case-studies,10,349,False,False
SESS0010040,CUST00159,2024-09-02,referral,desktop,SE,/case-studies,12,664,False,False
SESS0010041,,2025-03-21,direct,desktop,US,/features,10,39,False,False
SESS0010042,CUST00504,2025-09-20,organic,desktop,UK,/blog,8,439,False,False
SESS0010043,,2024-10-26,organic,desktop,DE,/case-studies,11,49,False,False
SESS0010044,CUST01052,2024-05-24,paid_search,desktop,UK,/home,8,117,False,False
SESS0010045,CUST00028,2025-03-24,paid_search,desktop,US,/demo,9,277,False,False
SESS0010046,,2024-12-14,referral,desktop,US,/case-studies,9,1200,False,False
SESS0010047,CUST01271,2024-05-20,organic,desktop,FR,/case-studies,10,1045,False,False
SESS0010048,CUST00185,2025-01-14,referral,mobile,UK,/demo,14,562,False,False
SESS0010049,,2025-01-14,paid_social,desktop,FR,/pricing,13,995,False,False
SESS0010050,CUST00144,2024-09-12,paid_search,desktop,FR,/case-studies,2,710,False,False
SESS0010051,CUST01327,2025-06-04,direct,mobile,AU,/features,15,1217,False,False
SESS0010052,CUST00939,2024-11-11,direct,desktop,AU,/features,8,159,False,False
SESS0010053,,2024-07-07,referral,desktop,AU,/pricing,2,541,False,False
SESS0010054,,2025-06-02,paid_search,mobile,SE,/pricing,10,549,False,False
SESS0010055,CUST00754,2025-01-12,referral,tablet,SE,/features,2,115,False,False
SESS0010056,CUST01139,2025-09-30,email,desktop,FR,/blog,8,1264,False,False
SESS0010057,,2025-09-09,paid_social,desktop,AU,/case-studies,4,1553,False,False
SESS0010058,CUST00265,2024-06-01,email,mobile,SE,/pricing,2,980,False,False
SESS0010059,CUST01397,2026-02-02,email,mobile,SE,/contact,3,1294,False,False
SESS0010060,CUST00317,2026-03-04,email,desktop,US,/case-studies,11,934,False,False
SESS0010061,,2024-11-28,paid_search,desktop,CA,/demo,12,1525,False,False
SESS0010062,CUST00653,2024-06-28,paid_search,mobile,SE,/home,9,895,False,False
SESS0010063,CUST01205,2024-07-10,paid_social,desktop,DE,/home,6,306,False,False
SESS0010064,,2025-01-02,paid_search,tablet,FR,/home,6,718,False,False
SESS0010065,CUST00072,2025-03-16,paid_social,mobile,AU,/home,11,1361,False,False
SESS0010066,CUST00257,2025-09-09,paid_search,mobile,UK,/home,12,1608,False,False
SESS0010067,CUST01034,2024-04-30,email,desktop,AU,/home,1,233,False,False
SESS0010068,CUST01291,2025-06-04,direct,desktop,FR,/pricing,15,456,False,True
SESS0010069,,2024-06-11,email,desktop,FR,/blog,5,822,False,False
SESS0010070,CUST00346,2025-09-17,email,mobile,US,/blog,3,825,False,False
SESS0010071,,2026-01-20,email,mobile,CA,/case-studies,5,1033,False,False
SESS0010072,CUST01244,2025-06-19,organic,mobile,UK,/home,3,884,False,False
SESS0010073,CUST00907,2026-01-10,direct,mobile,US,/features,5,1187,False,False
SESS0010074,,2024-05-22,direct,mobile,CA,/demo,3,9,True,False
SESS0010075,CUST01353,2024-05-04,paid_search,desktop,SE,/case-studies,4,1273,False,False
SESS0010076,CUST00633,2024-12-20,direct,mobile,SE,/demo,14,1626,False,True
SESS0010077,CUST00219,2025-09-09,paid_social,tablet,CA,/pricing,1,666,False,False
SESS0010078,CUST00880,2024-08-15,email,desktop,AU,/home,3,142,False,False
SESS0010079,CUST00503,2024-05-17,paid_social,desktop,CA,/contact,15,122,False,False
SESS0010080,CUST01371,2024-11-02,paid_search,tablet,SE,/features,6,509,False,False
SESS0010081,,2025-06-11,referral,mobile,NL,/case-studies,14,1248,False,False
SESS0010082,CUST00551,2026-01-28,direct,desktop,NL,/home,9,630,False,False
SESS0010083,CUST01341,2025-10-07,direct,desktop,SE,/pricing,14,1707,False,False
SESS0010084,CUST00496,2025-07-12,referral,desktop,NL,/home,3,1134,False,False
SESS0010085,,2026-03-26,paid_search,desktop,UK,/home,14,1248,False,False
SESS0010086,,2026-02-04,organic,desktop,DE,/pricing,3,1735,False,False
SESS0010087,CUST00229,2025-04-19,organic,desktop,SE,/features,4,246,False,False
SESS0010088,CUST00997,2026-02-18,organic,desktop,SE,/contact,1,191,False,False
SESS0010089,,2024-08-18,referral,mobile,DE,/case-studies,8,568,False,False
SESS0010090,CUST01271,2025-12-08,referral,tablet,UK,/contact,9,806,False,False
SESS0010091,CUST00017,2025-07-08,paid_social,tablet,DE,/contact,9,1577,False,False
SESS0010092,,2025-03-28,organic,desktop,AU,/features,2,523,False,True
SESS0010093,CUST00603,2024-07-07,paid_search,mobile,SE,/demo,12,1045,False,False
SESS0010094,,2026-04-14,email,desktop,FR,/contact,4,807,False,False
SESS0010095,,2024-05-31,email,mobile,UK,/pricing,11,419,False,False
SESS0010096,CUST01488,2026-01-15,referral,desktop,AU,/features,2,174,False,False
SESS0010097,CUST01240,2026-04-08,email,mobile,DE,/demo,2,1374,False,False
SESS0010098,CUST00862,2024-09-09,direct,desktop,CA,/demo,14,1383,False,False
SESS0010099,CUST00811,2024-09-22,paid_social,mobile,DE,/home,8,948,False,False
SESS0010100,CUST01491,2024-08-30,referral,mobile,US,/blog,6,1205,False,False
SESS0010101,CUST00788,2024-06-06,paid_social,mobile,FR,/contact,14,549,False,False
SESS0010102,,2024-10-07,organic,desktop,NL,/pricing,11,656,False,False
SESS0010103,CUST00215,2025-10-31,referral,tablet,SE,/features,4,574,False,False
SESS0010104,CUST00249,2025-08-14,referral,mobile,SE,/pricing,6,1770,False,False
SESS0010105,CUST00608,2025-03-03,referral,mobile,FR,/contact,2,861,False,False
SESS0010106,,2024-08-11,referral,mobile,NL,/contact,5,1155,False,False
SESS0010107,CUST00771,2026-01-24,organic,mobile,UK,/features,8,1501,False,False
SESS0010108,,2025-10-09,organic,desktop,NL,/home,11,757,False,False
SESS0010109,CUST00376,2025-07-31,paid_search,desktop,DE,/home,10,315,False,False
SESS0010110,CUST00257,2025-03-07,paid_search,desktop,AU,/case-studies,4,1034,False,False
SESS0010111,,2026-03-24,organic,desktop,DE,/contact,9,1492,False,False
SESS0010112,CUST01200,2025-03-22,referral,tablet,FR,/pricing,6,1101,False,False
SESS0010113,CUST00795,2025-10-13,organic,mobile,FR,/case-studies,13,1154,False,False
SESS0010114,CUST00765,2024-06-28,direct,mobile,FR,/features,5,1017,False,False
SESS0010115,CUST00204,2024-06-23,direct,desktop,US,/demo,5,1513,False,False
SESS0010116,CUST00048,2025-02-15,referral,desktop,UK,/features,13,904,False,False
SESS0010117,CUST01160,2024-12-06,referral,desktop,AU,/pricing,11,1034,False,False
SESS0010118,,2025-01-04,paid_search,desktop,US,/blog,14,793,False,False
SESS0010119,CUST00467,2024-10-21,email,desktop,US,/blog,9,337,False,False
SESS0010120,CUST00895,2024-09-25,paid_social,desktop,DE,/case-studies,2,1762,False,False
SESS0010121,CUST00591,2024-12-02,direct,mobile,NL,/contact,7,996,False,False
SESS0010122,CUST00440,2026-01-10,direct,tablet,SE,/contact,10,580,False,False
SESS0010123,CUST00010,2026-01-05,organic,desktop,NL,/blog,1,1510,False,False
SESS0010124,CUST01421,2026-01-28,paid_social,mobile,DE,/contact,15,1731,False,False
SESS0010125,CUST00280,2024-06-20,paid_social,mobile,FR,/home,6,213,False,False
SESS0010126,,2024-08-21,organic,tablet,UK,/demo,11,813,False,False
SESS0010127,CUST00029,2026-02-07,email,desktop,FR,/features,5,1563,False,False
SESS0010128,,2025-10-02,referral,desktop,DE,/case-studies,12,1252,False,False
SESS0010129,,2025-03-04,organic,mobile,UK,/features,6,255,False,False
SESS0010130,CUST00398,2025-08-25,direct,desktop,SE,/home,14,216,False,False
SESS0010131,CUST00400,2025-07-08,paid_social,desktop,FR,/pricing,8,1261,False,False
SESS0010132,CUST01198,2024-09-10,paid_search,desktop,SE,/features,15,443,False,False
SESS0010133,CUST01115,2025-11-01,email,desktop,DE,/blog,5,964,False,False
SESS0010134,CUST01454,2026-01-02,direct,mobile,AU,/pricing,6,1225,False,False
SESS0010135,CUST00186,2025-03-02,direct,mobile,UK,/blog,9,210,False,False
SESS0010136,CUST00682,2024-09-22,direct,mobile,DE,/case-studies,12,1244,False,False
SESS0010137,CUST01198,2025-07-30,paid_social,mobile,AU,/case-studies,10,1599,False,False
SESS0010138,CUST00433,2025-09-14,email,desktop,CA,/demo,10,91,False,False
SESS0010139,CUST01443,2024-10-02,organic,mobile,CA,/home,15,1244,False,True
SESS0010140,CUST01095,2025-03-09,email,mobile,DE,/blog,10,18,True,False
SESS0010141,CUST00630,2025-03-21,email,desktop,SE,/pricing,10,724,False,False
SESS0010142,CUST00784,2025-04-29,email,tablet,AU,/case-studies,11,775,False,False
SESS0010143,CUST01331,2025-01-25,direct,desktop,SE,/contact,1,1256,False,False
SESS0010144,CUST00454,2025-05-21,referral,desktop,DE,/case-studies,13,553,False,False
SESS0010145,,2024-07-24,email,desktop,AU,/home,5,1698,False,False
SESS0010146,CUST01015,2025-09-11,paid_social,desktop,DE,/demo,7,1637,False,False
SESS0010147,,2025-12-10,organic,tablet,FR,/case-studies,2,1502,False,False
SESS0010148,CUST00093,2025-04-07,paid_social,mobile,SE,/demo,9,1788,False,False
SESS0010149,CUST01407,2025-05-08,email,desktop,DE,/case-studies,5,698,False,True
SESS0010150,,2024-07-20,referral,mobile,DE,/blog,11,1070,False,False
SESS0010151,CUST01022,2024-10-16,organic,mobile,SE,/home,5,82,False,False
SESS0010152,,2024-09-20,email,mobile,SE,/contact,4,1177,False,False
SESS0010153,,2025-05-12,referral,tablet,SE,/demo,5,1664,False,False
SESS0010154,CUST00734,2025-09-29,organic,desktop,US,/case-studies,13,297,False,False
SESS0010155,,2026-02-17,paid_search,desktop,NL,/contact,1,1367,False,False
SESS0010156,CUST00707,2025-12-05,paid_social,mobile,DE,/pricing,4,1006,False,False
SESS0010157,,2024-08-18,referral,mobile,FR,/case-studies,5,900,False,False
SESS0010158,CUST01187,2025-07-03,referral,mobile,DE,/home,14,1202,False,False
SESS0010159,CUST00739,2024-11-21,direct,mobile,UK,/contact,13,1180,False,False
SESS0010160,CUST01073,2024-11-13,paid_social,mobile,UK,/demo,9,77,False,False
SESS0010161,CUST01354,2025-09-05,referral,mobile,US,/contact,10,551,False,False
SESS0010162,,2025-09-30,paid_social,mobile,CA,/blog,4,1444,False,False
SESS0010163,,2025-08-30,paid_social,mobile,CA,/case-studies,1,1559,False,False
SESS0010164,CUST00393,2026-02-19,organic,mobile,CA,/pricing,11,1516,False,False
SESS0010165,CUST01454,2024-10-27,paid_social,mobile,US,/features,5,1773,False,False
SESS0010166,CUST01188,2025-07-12,direct,desktop,FR,/case-studies,12,204,False,False
SESS0010167,CUST00095,2025-12-06,email,mobile,SE,/contact,1,1383,False,False
SESS0010168,,2025-10-12,direct,desktop,DE,/contact,11,461,False,False
SESS0010169,CUST01011,2024-11-01,referral,desktop,CA,/features,1,1092,False,False
SESS0010170,CUST00760,2025-12-18,referral,desktop,UK,/blog,2,1160,False,False
SESS0010171,CUST00293,2025-07-04,organic,tablet,UK,/blog,3,1139,False,False
SESS0010172,,2026-04-04,paid_search,mobile,US,/home,1,1485,False,False
SESS0010173,CUST00613,2026-01-03,organic,mobile,SE,/features,10,1233,False,False
SESS0010174,,2024-11-30,email,desktop,AU,/blog,15,451,False,False
SESS0010175,CUST00231,2024-09-27,paid_social,desktop,DE,/pricing,7,809,False,False
SESS0010176,CUST00360,2026-03-11,referral,desktop,CA,/demo,14,874,False,False
SESS0010177,CUST01494,2025-11-19,direct,desktop,DE,/case-studies,4,1317,False,False
SESS0010178,CUST00396,2024-07-15,email,mobile,DE,/home,2,1109,False,False
SESS0010179,CUST00144,2024-06-18,direct,tablet,AU,/home,12,1299,False,False
SESS0010180,,2025-11-06,direct,mobile,DE,/contact,1,1343,False,False
SESS0010181,CUST01103,2025-09-13,organic,mobile,US,/case-studies,5,1453,False,False
SESS0010182,CUST01221,2025-07-28,referral,mobile,AU,/home,7,261,False,False
SESS0010183,CUST00487,2025-11-12,paid_search,desktop,CA,/contact,11,1206,False,False
SESS0010184,CUST01288,2024-09-14,email,mobile,NL,/pricing,2,753,False,False
SESS0010185,CUST00013,2025-02-10,paid_social,mobile,UK,/case-studies,2,1141,False,False
SESS0010186,CUST01196,2026-03-25,paid_social,desktop,DE,/case-studies,2,863,False,False
SESS0010187,CUST01392,2024-11-21,paid_search,tablet,NL,/features,11,1739,False,False
SESS0010188,CUST00922,2025-09-25,direct,mobile,US,/blog,1,1355,False,False
SESS0010189,,2025-09-26,direct,mobile,FR,/demo,3,1013,False,False
SESS0010190,,2025-04-18,paid_search,desktop,US,/pricing,2,368,False,False
SESS0010191,CUST00402,2025-07-28,paid_social,mobile,CA,/home,8,722,False,False
SESS0010192,CUST00257,2025-09-01,paid_search,desktop,UK,/blog,8,228,False,False
SESS0010193,CUST00819,2024-08-14,paid_social,desktop,SE,/contact,8,1059,False,False
SESS0010194,,2025-02-23,organic,mobile,UK,/case-studies,5,54,False,False
SESS0010195,CUST00417,2024-08-15,email,tablet,CA,/case-studies,5,1075,False,False
SESS0010196,CUST00833,2025-10-31,referral,mobile,NL,/contact,4,1308,False,False
SESS0010197,,2025-09-25,paid_search,mobile,DE,/demo,10,583,False,False
SESS0010198,,2025-12-06,paid_search,mobile,SE,/case-studies,11,386,False,False
SESS0010199,CUST00102,2025-02-17,paid_social,desktop,NL,/blog,2,1692,False,False
SESS0010200,CUST00431,2024-05-19,email,mobile,AU,/blog,9,774,False,False
SESS0010201,CUST00073,2025-09-27,direct,mobile,SE,/case-studies,4,131,False,False
SESS0010202,,2025-10-03,organic,tablet,AU,/home,15,1387,False,False
SESS0010203,,2024-08-25,email,mobile,FR,/home,6,437,False,False
SESS0010204,CUST01216,2024-04-29,email,desktop,FR,/blog,1,1407,False,False
SESS0010205,CUST00637,2025-06-11,paid_search,mobile,CA,/features,14,197,False,False
SESS0010206,,2025-10-27,referral,mobile,US,/features,10,437,False,False
SESS0010207,CUST00082,2025-07-13,direct,desktop,FR,/home,15,1357,False,False
SESS0010208,,2025-12-17,email,mobile,DE,/demo,8,951,False,False
SESS0010209,CUST01444,2025-01-05,referral,desktop,DE,/case-studies,14,610,False,False
SESS0010210,CUST01385,2025-03-28,referral,mobile,US,/pricing,12,1115,False,False
SESS0010211,CUST01422,2025-01-16,direct,desktop,FR,/demo,8,833,False,False
SESS0010212,CUST01098,2024-05-14,direct,desktop,CA,/home,8,214,False,False
SESS0010213,CUST00661,2025-05-09,referral,desktop,UK,/demo,10,1432,False,False
SESS0010214,,2025-03-01,paid_social,desktop,CA,/features,3,675,False,False
SESS0010215,CUST00347,2025-08-14,organic,desktop,UK,/home,15,1079,False,False
SESS0010216,CUST00755,2024-07-29,paid_social,mobile,SE,/contact,10,123,False,False
SESS0010217,,2026-01-12,referral,desktop,CA,/home,4,580,False,False
SESS0010218,CUST00337,2025-12-18,direct,mobile,FR,/blog,6,335,False,False
SESS0010219,CUST01468,2025-05-26,paid_social,desktop,NL,/home,4,720,False,False
SESS0010220,,2024-09-05,email,desktop,NL,/case-studies,5,787,False,False
SESS0010221,CUST01346,2025-10-01,referral,mobile,AU,/blog,1,1742,False,False
SESS0010222,,2024-08-04,organic,desktop,US,/pricing,3,1222,False,False
SESS0010223,CUST00771,2025-02-08,paid_search,mobile,DE,/home,7,1054,False,False
SESS0010224,CUST00057,2025-05-28,direct,desktop,DE,/contact,7,1476,False,False
SESS0010225,,2024-05-22,email,desktop,DE,/pricing,4,952,False,False
SESS0010226,,2025-12-03,organic,mobile,DE,/contact,8,1010,False,False
SESS0010227,,2025-06-03,paid_search,desktop,US,/home,9,729,False,False
SESS0010228,,2025-06-12,email,desktop,NL,/case-studies,3,1290,False,False
SESS0010229,,2024-10-19,direct,mobile,US,/home,3,616,False,False
SESS0010230,CUST01398,2024-04-30,paid_social,mobile,UK,/blog,11,231,False,False
SESS0010231,CUST00934,2024-11-13,direct,tablet,DE,/features,9,560,False,False
SESS0010232,,2024-10-24,organic,desktop,CA,/case-studies,9,276,False,False
SESS0010233,CUST01477,2024-10-18,paid_social,desktop,DE,/case-studies,1,1403,False,False
SESS0010234,CUST00952,2025-10-01,paid_social,tablet,US,/case-studies,7,202,False,False
SESS0010235,CUST00503,2025-10-13,direct,desktop,NL,/case-studies,7,969,False,False
SESS0010236,,2025-02-07,paid_search,tablet,CA,/demo,10,1004,False,False
SESS0010237,CUST00950,2025-12-26,paid_search,desktop,FR,/case-studies,12,788,False,False
SESS0010238,CUST01403,2025-09-10,paid_social,desktop,US,/case-studies,6,1405,False,False
SESS0010239,,2026-04-09,paid_search,mobile,DE,/features,2,1549,False,False
SESS0010240,CUST00467,2024-05-02,referral,mobile,US,/blog,9,1567,False,False
SESS0010241,,2024-10-29,referral,desktop,DE,/demo,6,467,False,True
SESS0010242,CUST00395,2025-01-13,paid_social,mobile,SE,/contact,1,528,False,False
