order_id,customer_id,campaign_id,order_date,product,quantity,unit_price_usd,gross_revenue_usd,discount_pct,net_revenue_usd,payment_method,order_status
ORD001667,CUST01282,CAMP0045,2025-05-30,Starter Plan,3,2868.44,8605.32,15,7314.52,ACH,completed
ORD001668,CUST00452,CAMP0070,2025-12-03,Add-on: Analytics,3,646.78,1940.34,0,1940.34,ACH,completed
ORD001669,CUST01337,CAMP0083,2025-04-25,Starter Plan,3,2964.26,8892.78,0,8892.78,Credit Card,completed
ORD001670,CUST00887,,2025-12-01,Growth Plan,6,934.11,5604.66,10,5044.19,PayPal,completed
ORD001671,CUST00967,CAMP0036,2025-05-13,Pro Plan,3,1009.22,3027.66,0,3027.66,PayPal,pending
ORD001672,CUST00588,,2025-10-04,Add-on: API,6,203.67,1222.02,0,1222.02,Credit Card,completed
ORD001673,CUST00744,CAMP0009,2024-12-09,Add-on: Analytics,10,508.53,5085.3,5,4831.03,ACH,completed
ORD001674,CUST00751,,2024-06-14,Starter Plan,5,935.4,4677.0,0,4677.0,PayPal,completed
ORD001675,CUST00144,,2024-10-07,Add-on: Analytics,7,783.5,5484.5,20,4387.6,ACH,completed
ORD001676,CUST00780,CAMP0109,2025-11-19,Enterprise Plan,8,214.76,1718.08,20,1374.46,Invoice,completed
ORD001677,CUST01231,CAMP0008,2025-12-22,Add-on: API,3,1096.56,3289.68,5,3125.2,ACH,completed
ORD001678,CUST00349,CAMP0031,2025-09-21,Starter Plan,2,428.78,857.56,0,857.56,ACH,completed
ORD001679,CUST00345,CAMP0017,2026-02-19,Enterprise Plan,5,1156.73,5783.65,15,4916.1,PayPal,completed
ORD001680,CUST00963,CAMP0117,2025-02-26,Starter Plan,10,1296.91,12969.1,0,12969.1,PayPal,refunded
ORD001681,CUST00518,CAMP0113,2025-03-06,Pro Plan,1,1207.68,1207.68,20,966.14,Credit Card,completed
ORD001682,CUST00151,,2025-05-20,Growth Plan,8,879.24,7033.92,0,7033.92,PayPal,completed
ORD001683,CUST00532,CAMP0069,2025-04-06,Add-on: Analytics,1,620.94,620.94,0,620.94,PayPal,completed
ORD001684,CUST01083,CAMP0015,2026-03-14,Starter Plan,5,1074.32,5371.6,15,4565.86,Credit Card,completed
ORD001685,CUST01156,,2026-01-08,Add-on: API,3,2120.31,6360.93,0,6360.93,Credit Card,pending
ORD001686,CUST01231,CAMP0053,2025-09-16,Growth Plan,8,2448.64,19589.12,0,19589.12,Credit Card,completed
ORD001687,CUST00378,,2024-11-04,Add-on: API,7,2880.83,20165.81,5,19157.52,ACH,completed
ORD001688,CUST00213,,2024-06-25,Enterprise Plan,1,1319.4,1319.4,0,1319.4,ACH,completed
ORD001689,CUST01121,,2025-07-20,Starter Plan,10,485.61,4856.1,5,4613.3,PayPal,completed
ORD001690,CUST00345,,2025-03-13,Professional Services,2,2778.17,5556.34,10,5000.71,Credit Card,completed
ORD001691,CUST01367,CAMP0068,2026-03-12,Growth Plan,2,478.93,957.86,15,814.18,Credit Card,completed
ORD001692,CUST00553,CAMP0074,2024-05-05,Enterprise Plan,2,2193.85,4387.7,0,4387.7,ACH,completed
ORD001693,CUST00126,CAMP0115,2024-08-26,Growth Plan,5,2310.64,11553.2,0,11553.2,Credit Card,completed
ORD001694,CUST00710,CAMP0009,2024-09-29,Growth Plan,1,1657.25,1657.25,15,1408.66,Credit Card,completed
ORD001695,CUST00461,CAMP0023,2026-02-05,Enterprise Plan,6,2869.12,17214.72,0,17214.72,Credit Card,completed
ORD001696,CUST01182,CAMP0104,2025-04-10,Add-on: Analytics,8,253.03,2024.24,0,2024.24,PayPal,completed
ORD001697,CUST00287,,2025-12-09,Pro Plan,10,2360.59,23605.9,0,23605.9,ACH,completed
ORD001698,CUST01309,CAMP0063,2026-02-26,Growth Plan,2,2245.24,4490.48,0,4490.48,Invoice,completed
ORD001699,CUST00853,,2025-09-29,Enterprise Plan,1,2224.06,2224.06,0,2224.06,Invoice,completed
ORD001700,CUST00714,,2024-05-07,Professional Services,7,2333.39,16333.73,10,14700.36,Invoice,completed
ORD001701,CUST00291,CAMP0116,2026-02-25,Enterprise Plan,3,144.14,432.42,10,389.18,Invoice,pending
ORD001702,CUST01323,,2025-05-29,Enterprise Plan,5,183.93,919.65,5,873.67,Credit Card,completed
ORD001703,CUST00886,CAMP0097,2025-04-03,Professional Services,7,2327.1,16289.7,10,14660.73,Credit Card,completed
ORD001704,CUST00803,,2025-09-04,Starter Plan,2,2871.77,5743.54,15,4882.01,ACH,completed
ORD001705,CUST01333,,2025-12-25,Add-on: Analytics,3,648.3,1944.9,5,1847.65,Invoice,refunded
ORD001706,CUST00231,CAMP0077,2024-07-23,Add-on: API,8,2100.6,16804.8,0,16804.8,PayPal,completed
ORD001707,CUST00570,CAMP0039,2025-03-08,Growth Plan,7,853.58,5975.06,10,5377.55,ACH,completed
ORD001708,CUST00445,CAMP0090,2025-07-11,Professional Services,5,2787.88,13939.4,10,12545.46,ACH,completed
ORD001709,CUST00519,CAMP0095,2025-05-16,Starter Plan,1,2430.84,2430.84,15,2066.21,Invoice,completed
ORD001710,CUST00815,,2025-11-23,Add-on: Analytics,5,195.34,976.7,20,781.36,Invoice,completed
ORD001711,CUST01196,CAMP0064,2026-02-25,Professional Services,2,2344.13,4688.26,20,3750.61,ACH,completed
ORD001712,CUST01073,,2025-10-30,Professional Services,3,2942.82,8828.46,20,7062.77,ACH,completed
ORD001713,CUST00339,,2025-09-20,Add-on: API,8,2155.2,17241.6,0,17241.6,Invoice,completed
ORD001714,CUST00670,,2024-07-21,Growth Plan,6,2743.12,16458.72,15,13989.91,Invoice,completed
ORD001715,CUST01362,,2025-06-08,Add-on: Analytics,1,191.09,191.09,0,191.09,Invoice,completed
ORD001716,CUST01300,CAMP0021,2025-02-08,Professional Services,5,1980.1,9900.5,0,9900.5,ACH,completed
ORD001717,CUST01480,,2024-10-27,Enterprise Plan,7,2443.54,17104.78,5,16249.54,Credit Card,completed
ORD001718,CUST00629,,2025-06-29,Add-on: API,5,1202.56,6012.8,0,6012.8,PayPal,pending
ORD001719,CUST00743,CAMP0118,2024-06-11,Growth Plan,2,2537.69,5075.38,5,4821.61,PayPal,completed
ORD001720,CUST01432,CAMP0063,2024-07-04,Starter Plan,1,1059.02,1059.02,0,1059.02,PayPal,completed
ORD001721,CUST00016,CAMP0098,2025-11-22,Pro Plan,3,2475.65,7426.95,0,7426.95,Credit Card,completed
ORD001722,CUST01464,,2026-03-30,Enterprise Plan,3,2931.66,8794.98,15,7475.73,PayPal,completed
ORD001723,CUST00456,CAMP0112,2024-12-10,Pro Plan,2,1797.43,3594.86,10,3235.37,Credit Card,completed
ORD001724,CUST00442,,2025-10-31,Growth Plan,9,1594.73,14352.57,10,12917.31,PayPal,completed
ORD001725,CUST00125,CAMP0018,2025-09-04,Professional Services,10,2809.08,28090.8,10,25281.72,ACH,completed
ORD001726,CUST00033,CAMP0012,2024-06-20,Professional Services,3,2002.45,6007.35,15,5106.25,ACH,completed
ORD001727,CUST00045,,2024-06-12,Add-on: Analytics,9,1201.19,10810.71,10,9729.64,ACH,completed
ORD001728,CUST00067,CAMP0089,2025-06-06,Add-on: Analytics,9,319.6,2876.4,0,2876.4,Invoice,completed
ORD001729,CUST01198,CAMP0076,2024-08-17,Enterprise Plan,5,2427.25,12136.25,5,11529.44,ACH,completed
ORD001730,CUST00024,,2025-05-23,Pro Plan,2,292.79,585.58,15,497.74,ACH,completed
ORD001731,CUST01499,CAMP0003,2025-08-08,Starter Plan,3,1249.52,3748.56,0,3748.56,Invoice,completed
ORD001732,CUST00127,,2025-12-28,Growth Plan,4,333.89,1335.56,0,1335.56,ACH,completed
ORD001733,CUST00226,CAMP0027,2026-04-05,Add-on: Analytics,5,1179.23,5896.15,5,5601.34,ACH,completed
ORD001734,CUST00614,CAMP0105,2025-04-16,Professional Services,2,1347.39,2694.78,15,2290.56,Invoice,completed
ORD001735,CUST00523,CAMP0066,2025-01-17,Growth Plan,8,408.74,3269.92,20,2615.94,PayPal,completed
ORD001736,CUST00644,CAMP0103,2024-05-29,Professional Services,9,2326.89,20942.01,0,20942.01,Credit Card,pending
ORD001737,CUST00493,,2025-08-26,Pro Plan,7,602.29,4216.03,0,4216.03,Invoice,completed
ORD001738,CUST01474,CAMP0070,2026-03-17,Add-on: API,9,2995.15,26956.35,15,22912.9,ACH,completed
ORD001739,CUST01389,CAMP0028,2024-07-02,Professional Services,9,2809.25,25283.25,15,21490.76,ACH,completed
ORD001740,CUST00758,CAMP0061,2024-12-28,Add-on: Analytics,3,1216.1,3648.3,10,3283.47,Credit Card,completed
ORD001741,CUST00833,,2025-11-16,Starter Plan,4,1773.06,7092.24,15,6028.4,Credit Card,completed
ORD001742,CUST00105,,2026-01-25,Pro Plan,10,1213.53,12135.3,5,11528.53,ACH,completed
ORD001743,CUST01368,,2025-12-21,Pro Plan,3,615.54,1846.62,5,1754.29,Credit Card,completed
ORD001744,CUST00736,CAMP0047,2024-11-05,Pro Plan,7,1395.94,9771.58,10,8794.42,Invoice,completed
ORD001745,CUST01107,CAMP0031,2024-08-15,Add-on: Analytics,1,2824.65,2824.65,20,2259.72,Credit Card,completed
ORD001746,CUST01081,,2024-08-27,Enterprise Plan,1,1456.54,1456.54,0,1456.54,Invoice,completed
ORD001747,CUST00468,CAMP0044,2025-02-21,Pro Plan,10,2152.21,21522.1,5,20445.99,PayPal,completed
ORD001748,CUST00430,CAMP0109,2025-02-22,Professional Services,7,847.91,5935.37,10,5341.83,ACH,completed
ORD001749,CUST00085,,2025-12-25,Professional Services,5,2997.84,14989.2,0,14989.2,Credit Card,completed
ORD001750,CUST01153,,2026-02-24,Add-on: API,1,1718.87,1718.87,15,1461.04,Credit Card,completed
ORD001751,CUST00964,,2025-05-26,Growth Plan,2,1639.39,3278.78,20,2623.02,ACH,completed
ORD001752,CUST00451,CAMP0021,2024-11-04,Professional Services,8,814.27,6514.16,5,6188.45,Invoice,completed
ORD001753,CUST01464,CAMP0098,2026-04-03,Growth Plan,9,159.8,1438.2,10,1294.38,Credit Card,completed
ORD001754,CUST00668,CAMP0115,2024-06-09,Add-on: Analytics,7,341.16,2388.12,0,2388.12,PayPal,completed
ORD001755,CUST00573,CAMP0014,2024-11-13,Growth Plan,6,527.65,3165.9,0,3165.9,Credit Card,completed
ORD001756,CUST01298,CAMP0095,2024-09-16,Add-on: API,10,2544.6,25446.0,0,25446.0,Invoice,completed
ORD001757,CUST00822,CAMP0011,2025-03-28,Growth Plan,2,601.36,1202.72,0,1202.72,Credit Card,completed
ORD001758,CUST01436,CAMP0072,2026-04-12,Professional Services,3,856.09,2568.27,5,2439.86,Credit Card,refunded
ORD001759,CUST01077,,2026-02-14,Enterprise Plan,7,642.02,4494.14,0,4494.14,Credit Card,completed
ORD001760,CUST01097,CAMP0024,2025-12-24,Enterprise Plan,5,1662.73,8313.65,15,7066.6,Credit Card,refunded
ORD001761,CUST00288,CAMP0099,2026-04-08,Add-on: Analytics,5,2803.48,14017.4,0,14017.4,Credit Card,completed
ORD001762,CUST00101,CAMP0031,2024-09-14,Growth Plan,4,1675.76,6703.04,20,5362.43,PayPal,completed
ORD001763,CUST01384,,2024-11-27,Growth Plan,8,1322.31,10578.48,5,10049.56,Credit Card,completed
ORD001764,CUST00023,,2025-10-05,Pro Plan,5,1524.17,7620.85,20,6096.68,ACH,completed
ORD001765,CUST00212,,2026-03-24,Pro Plan,5,2631.38,13156.9,15,11183.36,ACH,completed
ORD001766,CUST01166,CAMP0010,2024-12-17,Professional Services,10,2263.24,22632.4,5,21500.78,PayPal,completed
ORD001767,CUST01309,,2025-09-22,Enterprise Plan,5,2336.52,11682.6,10,10514.34,Credit Card,completed
ORD001768,CUST01282,,2024-07-31,Enterprise Plan,2,2602.68,5205.36,10,4684.82,ACH,completed
ORD001769,CUST00328,CAMP0086,2025-09-05,Enterprise Plan,6,526.77,3160.62,15,2686.53,ACH,completed
ORD001770,CUST00639,,2025-01-01,Starter Plan,7,2238.01,15666.07,20,12532.86,PayPal,completed
ORD001771,CUST00887,CAMP0026,2026-02-28,Growth Plan,7,2321.81,16252.67,5,15440.04,Invoice,completed
ORD001772,CUST01193,CAMP0119,2025-03-01,Add-on: API,3,2774.44,8323.32,0,8323.32,Credit Card,completed
ORD001773,CUST01223,CAMP0023,2025-05-22,Pro Plan,9,590.7,5316.3,0,5316.3,Credit Card,completed
ORD001774,CUST00335,CAMP0071,2024-07-16,Professional Services,6,1725.57,10353.42,0,10353.42,PayPal,completed
ORD001775,CUST00056,,2026-01-28,Enterprise Plan,8,2577.74,20621.92,0,20621.92,ACH,completed
ORD001776,CUST01318,,2024-06-13,Add-on: API,5,487.19,2435.95,0,2435.95,ACH,completed
ORD001777,CUST01069,CAMP0021,2025-03-29,Add-on: API,6,2570.26,15421.56,15,13108.33,PayPal,completed
ORD001778,CUST00062,,2026-01-08,Professional Services,7,1429.24,10004.68,0,10004.68,ACH,completed
ORD001779,CUST01430,CAMP0097,2025-08-30,Starter Plan,3,1778.12,5334.36,15,4534.21,Invoice,completed
ORD001780,CUST00652,CAMP0086,2024-06-20,Enterprise Plan,2,2617.44,5234.88,20,4187.9,Invoice,completed
ORD001781,CUST00184,,2025-10-29,Professional Services,5,125.66,628.3,0,628.3,Credit Card,completed
ORD001782,CUST00450,,2025-06-04,Professional Services,2,1121.48,2242.96,5,2130.81,Invoice,completed
ORD001783,CUST01221,,2025-05-19,Enterprise Plan,9,961.25,8651.25,0,8651.25,Credit Card,completed
ORD001784,CUST01148,CAMP0109,2024-05-20,Add-on: Analytics,9,2050.77,18456.93,20,14765.54,Credit Card,completed
ORD001785,CUST00769,,2024-07-10,Enterprise Plan,4,1821.62,7286.48,10,6557.83,ACH,completed
ORD001786,CUST00653,,2026-01-20,Professional Services,10,1463.73,14637.3,0,14637.3,Invoice,completed
ORD001787,CUST00702,CAMP0075,2024-08-13,Pro Plan,6,163.56,981.36,20,785.09,Credit Card,completed
ORD001788,CUST00847,,2024-08-23,Starter Plan,1,826.22,826.22,10,743.6,Invoice,completed
ORD001789,CUST00641,,2024-11-30,Professional Services,10,1422.03,14220.3,0,14220.3,ACH,pending
ORD001790,CUST00821,CAMP0102,2025-08-27,Starter Plan,6,601.12,3606.72,15,3065.71,Credit Card,completed
ORD001791,CUST01258,CAMP0019,2025-01-19,Add-on: API,1,2594.09,2594.09,20,2075.27,ACH,completed
ORD001792,CUST00831,,2025-10-06,Growth Plan,1,1354.13,1354.13,15,1151.01,ACH,completed
ORD001793,CUST00399,CAMP0041,2025-08-31,Add-on: API,8,812.05,6496.4,10,5846.76,ACH,completed
ORD001794,CUST00721,CAMP0011,2026-02-22,Growth Plan,3,2509.57,7528.71,0,7528.71,ACH,completed
ORD001795,CUST01270,,2025-08-04,Pro Plan,9,931.94,8387.46,20,6709.97,ACH,completed
ORD001796,CUST00231,CAMP0010,2025-06-15,Starter Plan,3,2987.01,8961.03,10,8064.93,PayPal,completed
ORD001797,CUST00291,CAMP0076,2025-01-27,Enterprise Plan,7,1726.19,12083.33,5,11479.16,PayPal,completed
ORD001798,CUST00612,CAMP0098,2024-12-22,Add-on: Analytics,7,1510.94,10576.58,10,9518.92,PayPal,completed
ORD001799,CUST01329,,2025-08-28,Growth Plan,3,1113.17,3339.51,15,2838.58,ACH,completed
ORD001800,CUST00339,,2025-10-10,Enterprise Plan,3,850.95,2552.85,15,2169.92,Credit Card,completed
ORD001801,CUST00682,CAMP0065,2025-08-30,Add-on: API,9,1789.64,16106.76,0,16106.76,PayPal,completed
ORD001802,CUST01036,,2026-02-21,Enterprise Plan,3,464.68,1394.04,15,1184.93,Credit Card,completed
ORD001803,CUST01412,,2026-03-09,Enterprise Plan,1,1741.37,1741.37,0,1741.37,Credit Card,completed
ORD001804,CUST00803,CAMP0021,2024-11-06,Growth Plan,6,2854.79,17128.74,0,17128.74,PayPal,completed
ORD001805,CUST00113,CAMP0114,2025-04-22,Enterprise Plan,1,642.56,642.56,20,514.05,Invoice,completed
ORD001806,CUST00022,CAMP0020,2024-08-08,Add-on: Analytics,2,764.27,1528.54,0,1528.54,ACH,completed
ORD001807,CUST00494,,2025-09-20,Enterprise Plan,5,1586.35,7931.75,0,7931.75,Credit Card,completed
ORD001808,CUST00061,CAMP0052,2026-04-16,Starter Plan,1,989.99,989.99,5,940.49,ACH,completed
ORD001809,CUST00316,CAMP0072,2024-05-15,Enterprise Plan,5,1837.49,9187.45,0,9187.45,Credit Card,completed
ORD001810,CUST00757,,2025-08-03,Professional Services,10,2538.2,25382.0,0,25382.0,Invoice,completed
ORD001811,CUST00605,CAMP0075,2025-06-27,Growth Plan,7,1556.54,10895.78,0,10895.78,PayPal,completed
ORD001812,CUST00005,CAMP0003,2024-06-18,Enterprise Plan,2,889.98,1779.96,0,1779.96,Invoice,completed
ORD001813,CUST00580,CAMP0061,2026-01-24,Enterprise Plan,8,1272.26,10178.08,10,9160.27,PayPal,completed
ORD001814,CUST00041,CAMP0074,2024-08-23,Starter Plan,1,159.86,159.86,15,135.88,Invoice,completed
ORD001815,CUST01385,,2026-01-18,Growth Plan,7,1575.28,11026.96,0,11026.96,Invoice,completed
ORD001816,CUST00719,CAMP0015,2025-02-03,Add-on: Analytics,10,597.16,5971.6,0,5971.6,ACH,completed
ORD001817,CUST00866,,2025-05-06,Starter Plan,5,1207.84,6039.2,5,5737.24,ACH,completed
ORD001818,CUST00971,CAMP0082,2025-10-15,Professional Services,5,88.5,442.5,0,442.5,ACH,completed
ORD001819,CUST00653,CAMP0058,2025-05-13,Enterprise Plan,5,983.01,4915.05,5,4669.3,Credit Card,completed
ORD001820,CUST00186,CAMP0046,2024-09-04,Add-on: API,9,2717.58,24458.22,15,20789.49,PayPal,pending
ORD001821,CUST00832,,2025-10-03,Professional Services,8,514.41,4115.28,0,4115.28,ACH,completed
ORD001822,CUST00151,CAMP0092,2026-01-09,Pro Plan,9,2470.74,22236.66,15,18901.16,PayPal,completed
ORD001823,CUST00230,CAMP0041,2025-08-03,Starter Plan,9,2122.36,19101.24,0,19101.24,ACH,pending
ORD001824,CUST00865,,2024-10-12,Add-on: API,1,2747.57,2747.57,10,2472.81,PayPal,completed
ORD001825,CUST01363,CAMP0027,2025-05-19,Pro Plan,6,2431.29,14587.74,10,13128.97,PayPal,completed
ORD001826,CUST00490,CAMP0090,2024-09-17,Add-on: Analytics,10,1716.37,17163.7,10,15447.33,Credit Card,completed
ORD001827,CUST00076,CAMP0035,2025-07-23,Enterprise Plan,6,2831.3,16987.8,10,15289.02,Invoice,refunded
ORD001828,CUST01208,CAMP0002,2024-09-15,Add-on: Analytics,5,276.57,1382.85,0,1382.85,PayPal,completed
ORD001829,CUST00888,CAMP0101,2025-04-14,Add-on: Analytics,7,495.64,3469.48,20,2775.58,PayPal,completed
ORD001830,CUST01159,CAMP0067,2025-04-04,Add-on: Analytics,9,1630.89,14678.01,15,12476.31,ACH,refunded
ORD001831,CUST01180,,2025-01-02,Growth Plan,7,837.58,5863.06,10,5276.75,Credit Card,completed
ORD001832,CUST00513,CAMP0049,2024-11-24,Add-on: Analytics,8,930.52,7444.16,5,7071.95,ACH,completed
ORD001833,CUST01459,CAMP0089,2025-04-22,Add-on: Analytics,3,2227.45,6682.35,0,6682.35,ACH,completed
ORD001834,CUST01005,,2026-04-02,Starter Plan,5,1324.27,6621.35,15,5628.15,ACH,pending
ORD001835,CUST01223,,2026-01-23,Starter Plan,10,876.89,8768.9,0,8768.9,Credit Card,completed
ORD001836,CUST00737,CAMP0067,2025-08-25,Professional Services,7,492.29,3446.03,10,3101.43,ACH,completed
ORD001837,CUST00097,CAMP0008,2025-02-14,Growth Plan,7,2488.3,17418.1,20,13934.48,PayPal,completed
ORD001838,CUST00432,,2026-01-19,Enterprise Plan,1,1246.58,1246.58,20,997.26,PayPal,completed
ORD001839,CUST00391,CAMP0049,2025-11-21,Add-on: Analytics,1,2539.39,2539.39,20,2031.51,ACH,completed
ORD001840,CUST00957,CAMP0025,2026-01-19,Professional Services,1,736.21,736.21,15,625.78,ACH,completed
ORD001841,CUST00292,CAMP0011,2025-06-11,Enterprise Plan,8,1848.38,14787.04,0,14787.04,ACH,completed
ORD001842,CUST00453,,2025-03-11,Enterprise Plan,7,2333.5,16334.5,0,16334.5,PayPal,completed
ORD001843,CUST00210,CAMP0110,2025-01-21,Add-on: API,4,2010.99,8043.96,5,7641.76,Credit Card,refunded
ORD001844,CUST00932,CAMP0026,2025-05-13,Growth Plan,8,1140.15,9121.2,15,7753.02,Credit Card,refunded
ORD001845,CUST00891,,2024-08-22,Add-on: API,9,322.75,2904.75,0,2904.75,ACH,completed
ORD001846,CUST01378,CAMP0077,2025-06-03,Professional Services,5,1279.91,6399.55,0,6399.55,PayPal,completed
ORD001847,CUST00342,,2026-02-25,Growth Plan,10,1344.2,13442.0,20,10753.6,Invoice,completed
ORD001848,CUST01241,CAMP0072,2025-12-05,Add-on: API,4,485.85,1943.4,15,1651.89,PayPal,completed
ORD001849,CUST01073,,2025-08-30,Enterprise Plan,1,1151.13,1151.13,5,1093.57,ACH,completed
ORD001850,CUST00162,CAMP0033,2026-04-16,Pro Plan,6,679.46,4076.76,0,4076.76,Invoice,completed
ORD001851,CUST00701,CAMP0056,2025-08-23,Add-on: API,10,1282.35,12823.5,15,10899.98,PayPal,pending
ORD001852,CUST00074,CAMP0118,2024-07-04,Add-on: API,7,1123.17,7862.19,0,7862.19,Credit Card,completed
ORD001853,CUST00052,CAMP0009,2025-12-03,Growth Plan,8,2432.44,19459.52,0,19459.52,Invoice,completed
ORD001854,CUST00573,CAMP0027,2024-09-03,Add-on: Analytics,5,1722.2,8611.0,20,6888.8,ACH,completed
ORD001855,CUST00185,CAMP0051,2024-10-11,Starter Plan,4,686.21,2744.84,0,2744.84,Invoice,completed
ORD001856,CUST01132,,2024-10-17,Professional Services,2,2792.09,5584.18,15,4746.55,Credit Card,completed
ORD001857,CUST01458,CAMP0107,2025-11-18,Professional Services,3,1468.48,4405.44,0,4405.44,Invoice,completed
ORD001858,CUST01047,CAMP0090,2025-09-02,Enterprise Plan,7,413.07,2891.49,20,2313.19,Credit Card,completed
ORD001859,CUST01060,CAMP0066,2026-02-03,Add-on: API,4,1657.13,6628.52,0,6628.52,PayPal,pending
ORD001860,CUST00761,,2025-04-19,Enterprise Plan,3,1127.96,3383.88,0,3383.88,Invoice,completed
ORD001861,CUST00305,CAMP0083,2025-10-18,Starter Plan,4,1848.92,7395.68,20,5916.54,PayPal,completed
ORD001862,CUST00872,CAMP0092,2024-12-04,Pro Plan,8,449.29,3594.32,15,3055.17,Credit Card,completed
ORD001863,CUST00369,CAMP0114,2025-05-30,Starter Plan,7,103.81,726.67,15,617.67,Credit Card,completed
ORD001864,CUST00532,,2026-03-31,Add-on: Analytics,3,2655.23,7965.69,0,7965.69,Invoice,completed
ORD001865,CUST00486,,2025-03-05,Enterprise Plan,4,879.01,3516.04,0,3516.04,ACH,completed
ORD001866,CUST01392,,2025-04-12,Enterprise Plan,9,2096.2,18865.8,5,17922.51,PayPal,completed
ORD001867,CUST00453,,2024-12-27,Pro Plan,4,2077.66,8310.64,20,6648.51,Invoice,completed
ORD001868,CUST00113,,2025-02-26,Professional Services,6,670.01,4020.06,15,3417.05,PayPal,completed
ORD001869,CUST00094,,2024-07-10,Add-on: API,8,1314.91,10519.28,0,10519.28,ACH,completed
ORD001870,CUST00841,,2025-12-28,Professional Services,10,2476.53,24765.3,5,23527.03,Credit Card,completed
ORD001871,CUST00487,CAMP0005,2024-06-23,Pro Plan,3,2594.29,7782.87,0,7782.87,ACH,completed
ORD001872,CUST01445,,2025-07-20,Enterprise Plan,7,2648.87,18542.09,0,18542.09,PayPal,completed
ORD001873,CUST01372,,2025-06-25,Starter Plan,2,1237.94,2475.88,0,2475.88,Credit Card,completed
ORD001874,CUST01455,CAMP0026,2025-10-14,Growth Plan,2,1011.75,2023.5,0,2023.5,ACH,completed
ORD001875,CUST00301,CAMP0043,2024-09-23,Starter Plan,3,2623.19,7869.57,15,6689.13,Credit Card,completed
ORD001876,CUST01302,,2024-05-05,Starter Plan,10,2559.31,25593.1,20,20474.48,PayPal,completed
ORD001877,CUST01473,,2025-02-21,Add-on: Analytics,2,593.7,1187.4,10,1068.66,ACH,refunded
ORD001878,CUST00487,CAMP0078,2025-03-04,Enterprise Plan,6,2762.71,16576.26,5,15747.45,ACH,completed
ORD001879,CUST00377,,2024-05-18,Pro Plan,7,475.55,3328.85,15,2829.52,PayPal,completed
ORD001880,CUST00226,CAMP0038,2025-08-03,Growth Plan,1,827.42,827.42,0,827.42,ACH,completed
ORD001881,CUST00008,,2025-04-13,Growth Plan,3,2607.93,7823.79,5,7432.6,PayPal,completed
ORD001882,CUST00315,CAMP0073,2026-01-22,Growth Plan,9,2136.07,19224.63,10,17302.17,Credit Card,completed
ORD001883,CUST01419,CAMP0055,2024-05-02,Enterprise Plan,3,339.99,1019.97,0,1019.97,Credit Card,completed
ORD001884,CUST00189,CAMP0074,2026-02-02,Starter Plan,8,636.95,5095.6,15,4331.26,Credit Card,completed
ORD001885,CUST01097,CAMP0034,2025-03-26,Add-on: Analytics,7,2439.85,17078.95,0,17078.95,Credit Card,completed
ORD001886,CUST00711,CAMP0096,2026-04-05,Enterprise Plan,5,314.84,1574.2,20,1259.36,ACH,completed
ORD001887,CUST01102,CAMP0061,2024-04-28,Growth Plan,7,2245.47,15718.29,0,15718.29,Invoice,completed
ORD001888,CUST00945,CAMP0016,2025-05-09,Add-on: Analytics,3,920.42,2761.26,0,2761.26,Invoice,completed
ORD001889,CUST00156,CAMP0114,2026-03-12,Add-on: Analytics,3,344.72,1034.16,20,827.33,ACH,completed
ORD001890,CUST00513,CAMP0080,2024-08-19,Starter Plan,7,811.42,5679.94,0,5679.94,ACH,completed
ORD001891,CUST01255,CAMP0049,2025-06-24,Starter Plan,4,539.77,2159.08,0,2159.08,ACH,completed
ORD001892,CUST01168,CAMP0038,2025-03-07,Add-on: API,9,1494.3,13448.7,5,12776.26,PayPal,completed
ORD001893,CUST01181,,2026-02-06,Starter Plan,10,1303.81,13038.1,0,13038.1,Invoice,completed
ORD001894,CUST00821,CAMP0090,2024-05-05,Pro Plan,6,1405.17,8431.02,0,8431.02,Invoice,completed
ORD001895,CUST01140,CAMP0082,2024-06-04,Professional Services,8,832.04,6656.32,20,5325.06,ACH,completed
ORD001896,CUST00757,CAMP0014,2025-09-30,Pro Plan,5,2390.69,11953.45,0,11953.45,Credit Card,completed
ORD001897,CUST00565,CAMP0098,2025-09-12,Starter Plan,10,2786.84,27868.4,0,27868.4,Credit Card,pending
ORD001898,CUST00895,,2025-09-08,Add-on: Analytics,5,589.62,2948.1,15,2505.88,Invoice,completed
ORD001899,CUST01202,CAMP0094,2024-11-09,Add-on: Analytics,8,1322.16,10577.28,0,10577.28,PayPal,completed
ORD001900,CUST01121,CAMP0110,2026-03-11,Enterprise Plan,10,2878.33,28783.3,20,23026.64,PayPal,completed
ORD001901,CUST00056,CAMP0043,2025-06-13,Add-on: Analytics,6,2630.99,15785.94,15,13418.05,ACH,completed
ORD001902,CUST01160,CAMP0031,2026-02-19,Professional Services,10,499.53,4995.3,10,4495.77,Invoice,completed
ORD001903,CUST00280,,2024-06-29,Add-on: API,5,1817.35,9086.75,5,8632.41,PayPal,refunded
ORD001904,CUST00374,CAMP0119,2025-11-20,Add-on: Analytics,2,1893.52,3787.04,0,3787.04,ACH,completed
ORD001905,CUST00669,CAMP0012,2024-08-12,Starter Plan,9,1164.02,10476.18,0,10476.18,ACH,completed
ORD001906,CUST00535,CAMP0005,2024-06-12,Enterprise Plan,3,70.21,210.63,5,200.1,PayPal,completed
